codice;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
1122;PIAZZALE ATLETI AZZURRI;PIAZZALE ATLETI D`ITALIA P.L. 4;BOLOGNA;689566;926395;44,46424;11,382016;500
1124;LONGO;VIA LONGO FR ING. GIARDINI ALESSANDRINI;BOLOGNA;689764;926616;44,466176;11,384584;500
1125;LONGO;VIA LONGO 15;BOLOGNA;689724;926599;44,466033;11,384075;500
1127;ROTONDA MEZZINI;VIA ALBERTO MARIO;BOLOGNA;689370;926192;44,462465;11,37948;500
1128;BELLARIA LOMBARDIA;VIA BELLARIA 30;BOLOGNA;689857;927798;44,476783;11,386185;500
1129;PIAZZALE ATLETI AZZURRI;PIAZZALE A. AZZURRI D`ITALIA FR 3/5;BOLOGNA;689529;926400;44,464294;11,381553;500
1131;BELLARIA LOMBARDIA;VIA BELLARIA 49/A;BOLOGNA;689952;927703;44,475904;11,387344;500
1132;PIAZZALE ATLETI AZZURRI;PIAZZALE A. AZZURRI D`ITALIA 3/5;BOLOGNA;689555;926420;44,464468;11,381887;500
1133;CENTRO CIVICO MAZZINI;VIA GENOVA FR P.L. 5;BOLOGNA;690187;927536;44,47434;11,390235;500
1134;CENTRO CIVICO MAZZINI;VIA GENOVA P.L. 4;BOLOGNA;690162;927567;44,474625;11,389932;500
1135;GENOVA;VIA GENOVA FR PL 19;BOLOGNA;690454;927408;44,473118;11,393542;500
1136;GENOVA;VIA GENOVA FR P.L. 20;BOLOGNA;690529;927393;44,472964;11,394478;500
1138;ROTONDA MEZZINI;VIA ALBERTO MARIO;BOLOGNA;689384;926190;44,462443;11,379655;500
1141;ADIGE;VIA PO FR P.L. 21;BOLOGNA;689356;927850;44,477383;11,37991;500
1142;ADIGE;VIA PO FR P.L. 22;BOLOGNA;689330;927859;44,47747;11,379587;500
1143;VENEZIA GIULIA;VIA FRIULI-VENEZIA GIULIA FR 8;BOLOGNA;689501;927955;44,478289;11,38177;500
1144;VENEZIA GIULIA;VIA FRIULI-VENEZIA GIULIA 8;BOLOGNA;689510;927961;44,478341;11,381885;500
1151;FAENZA;VIA ARNO 32;BOLOGNA;689994;927407;44,47323;11,387763;500
1152;CENTRO GALLIA;VIA CAVAZZONI 3;BOLOGNA;689729;926995;44,469594;11,384283;500
1153;ARNO;VIA ARNO FR 5;BOLOGNA;690172;927769;44,47644;11,390132;500
1154;FAENZA;VIA ARNO FR 34;BOLOGNA;689973;927389;44,473074;11,387492;500
1156;ARNO;VIA ARNO 1/N;BOLOGNA;690170;927814;44,476845;11,390123;500
1201;OSPEDALE MALPIGHI;VIA PALAGI FR 8;BOLOGNA;688245;929061;44,488566;11,366393;500
1202;OSPEDALE MALPIGHI;VIA SCHIASSI 6;BOLOGNA;688272;929142;44,489287;11,366762;500
1203;PIZZARDI;VIA PIZZARDI 39/C;BOLOGNA;688415;929204;44,489808;11,368581;500
1204;MENGOLI;VIA SCHIASSI 30/4;BOLOGNA;688534;929044;44,488337;11,370018;500
1205;MENGOLI;VIA PIZZARDI 63;BOLOGNA;688708;929086;44,48867;11,37222;500
1206;AZZURRA;VIA AZZURRA 56;BOLOGNA;688793;928848;44,486507;11,373201;500
1209;AZZURRA;VIA AZZURRA 67;BOLOGNA;688779;928836;44,486402;11,373021;500
1210;FOSSOLO;VIALE FELSINA 27;BOLOGNA;689111;928808;44,486064;11,377182;500
1211;FOSSOLO;VIALE FELSINA P.L. 44;BOLOGNA;689097;928806;44,48605;11,377006;500
1212;FELSINA;VIALE FELSINA 17;BOLOGNA;689419;928576;44,483896;11,380967;500
1213;FELSINA;VIALE FELSINA P.L. 58;BOLOGNA;689410;928567;44,483818;11,380851;500
1214;ALLENDE;VIALE LINCOLN 2;BOLOGNA;689760;928472;44,482871;11,385214;500
1217;ALLENDE;VIALE LINCOLN P.L. 8;BOLOGNA;689820;928457;44,482721;11,385962;500
1218;LINCOLN;VIALE LINCOLN FR P.L. 14;BOLOGNA;690090;928427;44,48238;11,389343;500
1219;LINCOLN;VIALE LINCOLN 5;BOLOGNA;690148;928385;44,481987;11,390057;500
1251;MENGOLI;VIA MENGOLI 30/A;BOLOGNA;688656;929179;44,48952;11,3716;500
1252;MENGOLI;VIA MENGOLI 23;BOLOGNA;688655;929137;44,489142;11,371572;500
1253;AGNESI;VIA MENGOLI 14;BOLOGNA;688568;928980;44,487753;11,370422;500
1254;AGNESI;VIA MENGOLI 1/2;BOLOGNA;688507;928803;44,486177;11,369591;500
1261;LENIN;VIA LENIN FR 6;BOLOGNA;689594;928288;44,48126;11,383061;500
1262;LENIN;VIA LENIN FR P.L. 10;BOLOGNA;689569;928281;44,481204;11,382744;500
1263;POMPONAZZI;VIA BOMBICCI 11;BOLOGNA;690157;928240;44,48068;11,390116;500
1264;POMPONAZZI;VIA BOMBICCI FR 11;BOLOGNA;690156;928253;44,480797;11,390109;500
1266;BOMBICCI;VIA BOMBICCI P.L. 24;BOLOGNA;690497;928086;44,479206;11,394332;500
1301;DANTE;VIA DANTE 13;BOLOGNA;687638;928915;44,48741;11,358712;500
1302;DANTE;VIA DANTE 32;BOLOGNA;687715;928946;44,487669;11,359691;500
1303;PIAZZA TRENTO TRIESTE;VIA ALBERTI 1/2;BOLOGNA;687960;928834;44,486598;11,362729;500
1304;PIAZZA TRENTO TRIESTE;VIALE ORIANI 2/G;BOLOGNA;687861;928835;44,486633;11,361485;500
1305;SAVIOLI;VIA ALBERTI 33;BOLOGNA;688062;928776;44,48605;11,36399;500
1306;SAVIOLI;VIA MEZZOFANTI 12;BOLOGNA;687995;928587;44,484367;11,363079;500
1309;MEZZOFANTI;VIA MEZZOFANTI 45;BOLOGNA;688151;928496;44,483508;11,365006;500
1310;MEZZOFANTI;VIA MEZZOFANTI 26;BOLOGNA;688192;928491;44,483452;11,365519;500
1311;ALBINI;VIA MEZZOFANTI 71;BOLOGNA;688393;928377;44,482374;11,368003;500
1312;ALBINI;VIA MEZZOFANTI 36;BOLOGNA;688482;928349;44,482099;11,369111;500
1313;LARGO LERCARO;VIA DAGNINI 30/D;BOLOGNA;688564;928129;44,480099;11,370062;500
1314;LARGO LERCARO;VIA DAGNINI 27;BOLOGNA;688555;928085;44,479706;11,369932;500
1351;ALEMANNI;VIA MASI P.L. 3;BOLOGNA;688210;928781;44,486056;11,365851;500
1352;ALEMANNI;VIA MASI 4;BOLOGNA;688238;928807;44,486283;11,366212;500
1353;LAURA BASSI;VIA BASSI L. 1/D;BOLOGNA;688443;928697;44,48524;11,368748;500
1354;LAURA BASSI;VIA BASSI L. 20;BOLOGNA;688351;928457;44,483105;11,367505;500
1400;FERMATA SERVIZIO DUE MADO;INTERNO DEPOSITO DUE MADONNE;BOLOGNA;690497;928708;44,4848;11,39456;500
1401;MONDOLFO;VIA DUE MADONNE P.L. 20;BOLOGNA;690413;928339;44,481503;11,393369;500
1402;MONDOLFO;VIA DUE MADONNE FR 9;BOLOGNA;690388;928319;44,48133;11,393048;500
1403;DEPOSITO DUE MADONNE 1;VIA DUE MADONNE P.L. 21221;BOLOGNA;690489;928525;44,483156;11,394393;500
1404;DEPOSITO DUE MADONNE 1;VIA DUE MADONNE FR. P.L. 21221;BOLOGNA;690477;928530;44,483205;11,394244;500
1405;DEPOSITO DUE MADONNE 2;VIA DUE MADONNE P.L. 37;BOLOGNA;690584;928750;44,485155;11,395669;500
1406;DEPOSITO DUE MADONNE 2;VIA DUE MADONNE P.L. 36;BOLOGNA;690570;928756;44,485213;11,395495;500
1407;CANOVA;NUOVO SOTTOPASSO DI VIA DUE MADONNE;BOLOGNA;690688;929069;44,487997;11,397093;500
1408;CANOVA;NUOVO SOTTOPASSO DI VIA DUE MADONNE;BOLOGNA;690680;929073;44,488035;11,396994;500
1412;FIORAVANTI PIAZZA LIBER P;VIA FIORAVANTI FR 23;BOLOGNA;686110;931239;44,50871;11,340348;500
1489;MORO;VIA A.MORO FR 16;SAN LAZZARO DI SAVENA;692846;926850;44,467465;11,423382;501
1491;TECNICA OVEST;VIA TECNICA OVEST 9;SAN LAZZARO DI SAVENA;693210;927061;44,469266;11,428033;501
1493;TECNICA NORD;VIA TECNICA NORD 29;SAN LAZZARO DI SAVENA;693432;927168;44,470169;11,430862;501
1495;TECNICA EST;VIA TECNICA EST 53;SAN LAZZARO DI SAVENA;693555;926938;44,468067;11,432321;501
1497;REMIGIA II;VIA REMIGIA DOPO PASSO CARRABILE DEL CIV;SAN LAZZARO DI SAVENA;693285;926826;44,467132;11,428888;501
1499;REMIGIA I;VIA REMIGIA 50 MT DOPO VIA EMILIA;SAN LAZZARO DI SAVENA;693093;926512;44,464359;11,426359;501
1501;SAN LAZZARO POGGI;VIA EMILIA P.L. 2;SAN LAZZARO DI SAVENA;692155;926910;44,468189;11,414725;501
1502;SAN LAZZARO JUSSI;VIA EMILIA 245;SAN LAZZARO DI SAVENA;692002;927005;44,469084;11,412838;501
1503;CICOGNA FONDAZIONE CIRULL;VIA EMILIA 282;SAN LAZZARO DI SAVENA;693102;926448;44,463781;11,426448;501
1504;CICOGNA FONDAZIONE CIRULL;VIA EMILIA FR 262;SAN LAZZARO DI SAVENA;692830;926586;44,465095;11,423083;501
1505;SAN LAZZARO CIMITERO;VIA EMILIA 294;SAN LAZZARO DI SAVENA;693415;926281;44,462195;11,430317;501
1506;SAN LAZZARO CIMITERO;VIA EMILIA FR 294;SAN LAZZARO DI SAVENA;693398;926312;44,462479;11,430115;501
1507;SAN LAZZARO CIMITERO;VIA VERNIZZA FR CIMITERO;SAN LAZZARO DI SAVENA;693425;926116;44,460709;11,430381;501
1508;SAN LAZZARO CIMITERO;VIA VERNIZZA LATO CIMITERO;SAN LAZZARO DI SAVENA;693415;926120;44,460747;11,430257;501
1601;SAN LAZZARO RIMEMBRANZE;VIA RIMEMBRANZE FR 6/A;SAN LAZZARO DI SAVENA;691547;927152;44,470527;11,407178;501
1602;CASELLE GRAMSCI;VIA CASELLE 40 MT PRIMA DI VIA GRAMSCI;SAN LAZZARO DI SAVENA;691811;927246;44,471302;11,410529;501
1603;CASELLE GRAMSCI;VIA CASELLE 50 MT DOPO VIA GRAMSCI;SAN LAZZARO DI SAVENA;691832;927236;44,471207;11,410789;501
1604;CASELLE SPERANZA;VIA CASELLE CAMPO SPORTIVO;SAN LAZZARO DI SAVENA;692042;927512;44,473634;11,413529;501
1605;CASELLE SPERANZA;VIA CASELLE FRONTE CAMPO SPORTIVO;SAN LAZZARO DI SAVENA;692056;927507;44,473585;11,413703;501
1606;CASELLE CA` RICCHI;VIA CASELLE 51;SAN LAZZARO DI SAVENA;692218;927793;44,476115;11,415844;501
1607;CASELLE CA` RICCHI;VIA CASELLE FR 51;SAN LAZZARO DI SAVENA;692233;927782;44,476012;11,416029;501
1608;SAN LAZZARO STAZIONE;P.LE STAZIONE FERROVIARIA S.LAZZARO CASE;SAN LAZZARO DI SAVENA;692208;928050;44,478429;11,415814;501
1609;CASELLE CHIESA;VIA CASELLE 104;SAN LAZZARO DI SAVENA;692619;928551;44,482826;11,421164;500
1610;CASELLE CHIESA;VIA CASELLE FR 104;SAN LAZZARO DI SAVENA;692595;928559;44,482904;11,420865;500
1611;VILLANOVA CHIESA;VIA VILLANOVA 27;CASTENASO;692901;929491;44,491206;11,425058;500
1612;VILLANOVA CHIESA;VIA VILLANOVA FR 27;CASTENASO;692884;929496;44,491255;11,424846;500
1613;VILLANOVA;VIA VILLANOVA FR 2;CASTENASO;693143;930097;44,496592;11,428325;502
1614;VILLANOVA;VIA VILLANOVA 2;VILLANOVA;693129;930100;44,496622;11,42815;502
1616;SAN LAZZARO STAZIONE;P.LE STAZIONE FERROVIARIA S. LAZZARO CAS;SAN LAZZARO DI SAVENA;692208;928055;44,478474;11,415816;501
2000;PORTA SAN VITALE (VIA MAS;VIA MASSARENTI 10;BOLOGNA;687569;929635;44,493905;11,358106;500
2001;PORTA SAN VITALE;VIA MASSARENTI P.L. 5;BOLOGNA;687591;929616;44,493728;11,358376;500
2002;OSPEDALE SANT`ORSOLA;VIA MASSARENTI 90/2C;BOLOGNA;687882;929521;44,492798;11,361998;500
2003;OSPEDALE SANT`ORSOLA;VIA MASSARENTI FR 78;BOLOGNA;687845;929523;44,492825;11,361534;500
2004;OSPEDALE SANT`ORSOLA ALBE;VIA MASSARENTI 102;BOLOGNA;688055;929473;44,492321;11,364155;500
2005;OSPEDALE SANT`ORSOLA ALBE;VIA MASSARENTI PL 33;BOLOGNA;688063;929457;44,492175;11,36425;500
2006;MASSARENTI;VIA MASSARENTI 134;BOLOGNA;688279;929519;44,492677;11,366987;500
2008;RIMESSE STAZIONE;VIA MASSARENTI FR 95;BOLOGNA;688789;929616;44,493416;11,373431;500
2009;MASSARENTI;VIA MASSARENTI 37;BOLOGNA;688386;929525;44,492703;11,368334;500
2010;TRIACHINI;VIA MASSARENTI 200;BOLOGNA;688550;929563;44,493002;11,370408;500
2011;RIMESSE STAZIONE;VIA MASSARENTI 97;BOLOGNA;688817;929605;44,49331;11,373779;500
2012;RIMESSE STAZIONE;VIA MASSARENTI 242;BOLOGNA;688820;929623;44,493471;11,373823;500
2013;PARCO;VIA MASSARENTI 111;BOLOGNA;688995;929598;44,4932;11,376013;500
2014;PARCO;VIA MASSARENTI 350;BOLOGNA;689058;929605;44,493247;11,376808;500
2017;MASSARENTI SOTTOVIA;VIA MASSARENTI 153;BOLOGNA;689440;929651;44,49356;11,381625;500
2018;MASSARENTI SOTTOVIA;VIA MASSARENTI FR PL 103;BOLOGNA;689413;929665;44,493693;11,381291;500
2019;GIAMBOLOGNA;VIA MASSARENTI 203;BOLOGNA;689754;929618;44,493181;11,385559;500
2020;SANTA RITA;VIA MASSARENTI 414;BOLOGNA;689560;929648;44,493502;11,383132;500
2021;TANGENZIALE SAN VITALE;VIA MASSARENTI 223/3;BOLOGNA;690075;929644;44,493331;11,389602;500
2022;GIAMBOLOGNA;VIA MASSARENTI 456;BOLOGNA;689780;929630;44,493282;11,38589;500
2025;PIAZZA DEI COLORI;VIA MATTEI 10 METRI DOPO P.L. 12156;BOLOGNA;690782;929802;44,494566;11,398545;500
2026;TANGENZIALE SAN VITALE;VIA MASSARENTI 480;BOLOGNA;690097;929679;44,49364;11,389891;500
2028;PIAZZA DEI COLORI;VIA MATTEI 10;BOLOGNA;690678;929794;44,494521;11,397235;500
2029;CASERMA CHIARINI;VIA MATTEI FR 58;BOLOGNA;691508;930001;44,496163;11,407742;500
2030;BARELLI;VIA MATTEI 22/A;BOLOGNA;690880;929834;44,494827;11,399788;500
2033;ROVERI;VIA MATTEI FR 80/C;BOLOGNA;691726;930057;44,496609;11,410502;500
2034;CASERMA CHIARINI;VIA MATTEI 54;BOLOGNA;691482;930003;44,496188;11,407416;500
2035;RESTO DEL CARLINO;VIA MATTEI FR 106;BOLOGNA;692297;930214;44,49787;11,417737;500
2036;ROVERI;VIA MATTEI 76/A;BOLOGNA;691795;930085;44,496843;11,41138;500
2038;RESTO DEL CARLINO;VIA MATTEI 106;BOLOGNA;692267;930215;44,497887;11,41736;500
2040;VILLANOVA MOLINO BAVIERA;VIA TOSARELLI 372;VILLANOVA;692932;930264;44,49815;11,425735;502
2041;VILLANOVA MOLINO BAVIERA;VIA TOSARELLI FR 402;VILLANOVA;692809;930250;44,498057;11,424184;502
2042;VILLANOVA MATTEI;VIA TOSARELLI 434;BOLOGNA;692663;930287;44,498429;11,422363;502
2043;VILLANOVA TOSARELLI;VIA TOSARELLI P.L. 96;VILLANOVA;693117;930226;44,497759;11,428046;502
2044;VILLANOVA OBERDAN;VIA GOLINELLI 12/B;VILLANOVA;692781;930213;44,497732;11,423819;502
2045;CA` DELL`ORBO;VIA TOSARELLI 173/2;VILLANOVA;693570;930568;44,500714;11,433867;502
2046;VILLANOVA GOLINELLI;VIA GOLINELLI FR 7;VILLANOVA;693092;930131;44,496911;11,427697;502
2050;CA` DELL`ORBO;VIA TOSARELLI 312;VILLANOVA;693503;930535;44,500435;11,433013;502
2057;CA` DELL`ORBO DI VITTORIO;VIA DI VITTORIO 6;VILLANOVA;693617;931139;44,505837;11,434672;502
2059;CA` DELL`ORBO SANTI;VIA DI VITTORIO FR TRALICCIO ENEL;VILLANOVA;693776;931522;44,509239;11,436814;502
2101;PALAGI;VIA PALAGI 26;BOLOGNA;688202;929366;44,49132;11,365963;500
2102;PALAGI;VIA PALAGI 25;BOLOGNA;688218;929352;44,49119;11,366159;500
2103;OSPEDALE MALPIGHI;VIA PALAGI 4;BOLOGNA;688231;928973;44,487778;11,366185;500
2105;ZANOLINI;VIA ZANOLINI 40;BOLOGNA;687659;930004;44,4972;11,359371;500
2106;ZANOLINI;VIA ZANOLINI 41;BOLOGNA;687662;930038;44,497505;11,359421;500
2111;MASSARENTI;VIA VENTUROLI 19-21;BOLOGNA;688331;929473;44,492249;11,367623;500
2112;PALAGI;VIA VIZZANI 8/12;BOLOGNA;688248;929414;44,49174;11,366559;500
2113;ARPA;VIA VENTUROLI 45;BOLOGNA;688519;929391;44,491463;11,369956;500
2114;ARPA;VIA VIZZANI 56;BOLOGNA;688596;929263;44,490291;11,370877;500
2117;VERMIGLIA;VIA VENTUROLI 57;BOLOGNA;688650;929335;44,490925;11,371582;500
2118;ARCOBALENO;VIA AZZURRA 44;BOLOGNA;688810;929076;44,488553;11,373498;500
2119;ARCOBALENO;VIA AZZURRA 41;BOLOGNA;688801;929115;44,488906;11,373399;500
2120;VETULONIA;VIALE FELSINA P.L. 32;BOLOGNA;689123;928914;44,487014;11,377372;500
2121;VETULONIA;VIALE FELSINA 31;BOLOGNA;689135;928921;44,487074;11,377525;500
2122;SPINA;VIALE FELSINA P.L. 38;BOLOGNA;689172;929130;44,488944;11,378066;500
2125;SPINA;VIALE FELSINA 39;BOLOGNA;689194;929157;44,489181;11,378353;500
2126;ISTITUTO MANFREDI TANARI;VIALE FELSINA P.L. 5;BOLOGNA;689828;929183;44,489249;11,386329;500
2127;ETRURIA;VIALE FELSINA FR P.L. 48;BOLOGNA;689363;929209;44,489605;11,380495;500
2128;MARX;VIA LENIN FR P.L. 45;BOLOGNA;689833;928795;44,485758;11,386249;500
2129;ISTITUTO MANFREDI TANARI;VIALE FELSINA FR P.L. 3;BOLOGNA;689904;929136;44,488806;11,387267;500
2130;ETRURIA;VIALE FELSINA P.L. 51;BOLOGNA;689349;929212;44,489635;11,380321;500
2133;MARX;VIA LENIN FR P.L. 42;BOLOGNA;689796;928752;44,485381;11,385769;500
2151;VERMIGLIA;VIA VERMIGLIA 7;BOLOGNA;688724;929415;44,491625;11,372541;500
2152;SMERALDO;VIA AZZURRA 20;BOLOGNA;688827;929317;44,490717;11,373799;500
2201;MASIA;VIA BENTIVOGLI 52;BOLOGNA;688027;930081;44,497797;11,364024;500
2202;MASIA;VIA BENTIVOGLI 89/A;BOLOGNA;688058;929944;44,496557;11,364364;500
2203;CIRENAICA;VIA BENTIVOGLI 36;BOLOGNA;688056;929863;44,495829;11,364309;500
2204;CIRENAICA;VIA BENTIVOGLI FR 18;BOLOGNA;688087;929739;44,494705;11,364654;500
2205;BENTIVOGLI;VIA BENTIVOGLI FR 13/A;BOLOGNA;688095;929573;44,49321;11,364694;500
2301;CROCE DEL BIACCO;VIA MARTELLI 38;BOLOGNA;690834;929361;44,490585;11,399036;500
2302;CROCE DEL BIACCO;VIA MARTELLI P.L. 21;BOLOGNA;690819;929350;44,49049;11,398843;500
2303;MARTELLI;VIA MARTELLI FR 9/3;BOLOGNA;690937;929592;44,492636;11,400415;500
2304;MARTELLI;VIA MARTELLI 11;BOLOGNA;690930;929606;44,492763;11,400332;500
2401;RIMESSE;VIA RIMESSE 4/A;BOLOGNA;688736;929702;44,494203;11,372796;500
2402;RIMESSE;VIA RIMESSE FR 4M;BOLOGNA;688743;929716;44,494327;11,37289;500
2450;LARGA STAZIONE;VIA LARGA;BOLOGNA;690352;930051;44,496919;11,393233;500
2451;LARGA;VIA LARGA 13;BOLOGNA;690288;929852;44,495146;11,392355;500
2452;LARGA;VIA LARGA 2/A;BOLOGNA;690262;929833;44,494981;11,392022;500
2453;CARROZZAIO;VIA CARROZZAIO FR 2;BOLOGNA;690544;930307;44,499171;11,39574;500
2454;CARROZZAIO;VIA CARROZZAIO 2;BOLOGNA;690553;930285;44,49897;11,395845;500
2455;CERAMISTA;VIA CERAMISTA 1;BOLOGNA;690692;930319;44,49924;11,397605;500
2456;CERAMISTA;VIA CERAMISTA P.L. 13;BOLOGNA;690645;930299;44,499072;11,397007;500
2457;LARGA STAZIONE;VIA LARGA 25;BOLOGNA;690418;930193;44,498179;11,394115;500
2459;CERODOLO;VIA CEREDOLO FR 2/3;BOLOGNA;690833;930657;44,502243;11,399501;500
2460;CERODOLO;VIA CERODOLO 2/3;BOLOGNA;690825;930656;44,502236;11,3994;500
2461;ELETTRICISTA;VIA CERODOLO P.L. 27;BOLOGNA;691011;930688;44,502474;11,40175;500
2462;ELETTRICISTA;VIA CERODOLO P.L. 35;BOLOGNA;691013;930695;44,502537;11,401778;500
2463;FONDITORE;VIA DEL FRESATORE P.L. 30;BOLOGNA;691249;930628;44,501872;11,404719;500
2464;FONDITORE;VIA DEL FRESATORE FR P.L. 30;BOLOGNA;691242;930641;44,501991;11,404636;500
2467;FRESATORE;VIA DEL FRESATORE P.L. 12;BOLOGNA;691485;930530;44,500928;11,407649;500
2468;FRESATORE;VIA DEL FRESATORE FR P.L. 12;BOLOGNA;691483;930543;44,501045;11,407629;500
2469;MURATORE;VIA DEL MURATORE FR P.L. 45;BOLOGNA;691709;930523;44,500805;11,410462;500
2470;MURATORE;VIA DEL MURATORE P.L. 45;BOLOGNA;691697;930535;44,500916;11,410315;500
2472;ROTONDA ACQUA FRESCA;VIA DEL SELCIATORE P.L. 4;BOLOGNA;691917;930838;44,503583;11,413193;500
2476;ROTONDA NEGRONI;VIA DEL SELCIATORE 20;BOLOGNA;692355;930660;44,501866;11,418631;500
2477;ROTONDA ACQUA FRESCA;VIA DEL MURATORE P.L. 14-16;BOLOGNA;691868;930915;44,504289;11,412605;500
2479;VETRAIO;VIA DEL VETRAIO 21;BOLOGNA;692573;931018;44,505028;11,421505;500
2482;INDUSTRIA;VIA DELL`INDUSTRIA 15;BOLOGNA;690461;930924;44,504742;11,394924;500
2485;INDUSTRIA;VIA DELL`INDUSTRIA FR 15;BOLOGNA;690448;930940;44,50489;11,394767;500
2486;CARPENTIERE;VIA DELL`INDUSTRIA FR 2;BOLOGNA;690171;930867;44,504306;11,391258;500
2487;CARPENTIERE;VIA DELL`INDUSTRIA 2;BOLOGNA;690187;930891;44,504518;11,391468;500
2488;PILASTRO VECCHIO;VIA GIAN LUIGI PROTCHE P.L. 102;BOLOGNA;689929;931221;44,507554;11,388347;500
2491;INNOCENTI;VIA LARGA P.L. 33-34;BOLOGNA;690493;930386;44,499895;11,395128;500
2492;INNOCENTI;VIA LARGA P.L. 29-30;BOLOGNA;690485;930390;44,499933;11,395029;500
2493;ENZO FERRARI;VIA LARGA 35;BOLOGNA;690618;930669;44,502407;11,396804;500
2494;ENZO FERRARI;VIA LARGA FR 35;MONTE PRADONE;690604;930675;44,502465;11,39663;500
2495;SCALO SAN DONATO;VIA LARGA FR P.L. 101;BOLOGNA;690591;931279;44,507901;11,396689;500
2496;SCALO SAN DONATO;VIA LARGA FR P.L. 100;BOLOGNA;690581;931252;44,507661;11,396554;500
2497;PIANETA;VIA SCANDELLARA;BOLOGNA;690318;930085;44,497233;11,392818;500
2498;SCUOLE SCANDELLARA;VIA SCANDELLARA 56;BOLOGNA;689681;930004;44,496672;11,384783;500
2501;CASTENASO VILLA BRIZZI;VIA TOSARELLI 149;VILLANOVA;694132;930721;44,501939;11,440988;521
2502;CASTENASO VILLA BRIZZI;VIA TOSARELLI 280;VILLANOVA;694095;930717;44,501913;11,440521;521
2801;CA` DELL`ORBO STAZIONE;VIA CA DELL ORBO 14;VILLANOVA;693710;930783;44,50261;11,435707;502
2802;CA` DELL`ORBO STAZIONE;VIA CA DELL ORBO;VILLANOVA;693705;930805;44,502809;11,435653;502
2803;CA` DELL`ORBO ZONA INDUST;VIA CA DELL ORBO 33;VILLANOVA;693846;931135;44,50574;11,437548;502
2804;CA` DELL`ORBO ZONA INDUST;VIA CA DELL ORBO 30/3;VILLANOVA;693827;931138;44,505772;11,437311;502
2805;CA` DELL`ORBO GRANDI;VIA CA DELL ORBO FR 34/10;CASTENASO;694054;931616;44,51001;11,440343;502
2806;CA` DELL`ORBO GRANDI;VIA CA DELL ORBO 34/8;VILLANOVA;693985;931496;44,508949;11,439431;502
3003;MERCATO SAN DONATO;VIA SAN DONATO 43;BOLOGNA;687925;930634;44,502798;11,362943;500
3004;SANT`EGIDIO;VIA BERLINGUER FR PL 6;BOLOGNA;687652;930224;44,499181;11,359363;500
3005;CENTRO ZANARDI;VIA SAN DONATO 59;BOLOGNA;688205;930769;44,50394;11,366512;500
3006;MERCATO SAN DONATO;VIA SAN DONATO 66/3;BOLOGNA;687920;930646;44,502907;11,362885;500
3007;SANT`EGIDIO;VIA BERLINGUER PL6;BOLOGNA;687665;930209;44,499043;11,359521;500
3009;SAN DONATO;VIA SAN DONATO 87;BOLOGNA;688595;930915;44,505151;11,371467;500
3010;CENTRO ZANARDI;VIA SAN DONATO 68;BOLOGNA;688240;930770;44,503939;11,366952;500
3011;SIRENELLA;VIA SAN DONATO 139;BOLOGNA;688826;931059;44,506386;11,374423;500
3012;SAN DONATO;VIA SAN DONATO 98;BOLOGNA;688540;930894;44,504977;11,370768;500
3013;SAN DONNINO;VIA SAN DONATO 153/2;BOLOGNA;689147;931313;44,508587;11,378551;500
3014;SIRENELLA;VIA SAN DONATO 124/B;BOLOGNA;688744;931022;44,506075;11,373379;500
3017;CADRIANO BIVIO;VIA SAN DONATO 167/5;BOLOGNA;689563;931604;44,511095;11,383887;500
3018;SAN DONNINO;VIA SAN DONATO 158/69;BOLOGNA;689120;931323;44,508684;11,378215;500
3019;PIRANDELLO;VIA PIRANDELLO FR 16;BOLOGNA;690006;931686;44,511716;11,389486;500
3020;CADRIANO BIVIO;VIA SAN DONATO P.L. 62;BOLOGNA;689633;931689;44,511841;11,384798;500
3022;PIRANDELLO;VIA PIRANDELLO P.L. 25;BOLOGNA;690028;931692;44,511765;11,389764;500
3025;SVEVO;VIA PANZINI FR P.L. 13;BOLOGNA;690417;931334;44,508442;11,394522;500
3026;PILASTRO;PIAZZA LIPPARINI FR P.L. 2;BOLOGNA;690520;931558;44,51043;11,3959;500
3027;DELEDDA;VIA PANZINI FR P.L. 31;BOLOGNA;690841;931531;44,510102;11,399925;500
3051;BIVIO PILASTRO;VIA PILASTRO FR PL 5;BOLOGNA;689533;931489;44,510069;11,383467;500
3052;SALGARI;VIA SALGARI FR 25;BOLOGNA;690043;931980;44,514351;11,390059;500
3053;PILASTRO VECCHIO;VIA PILASTRO FR 14/B;BOLOGNA;690014;931259;44,507873;11,389429;500
3054;NEGRI;VIA SALGARI FR 65;BOLOGNA;690502;931900;44,513511;11,395799;500
3055;C.S. RECORD;VIA PILASTRO 15;BOLOGNA;690193;931274;44,507961;11,391685;500
3056;PILASTRO;VIA CASINI P.L. 16;BOLOGNA;690511;931629;44,511071;11,395813;500
3059;SVEVO;VIA PILASTRO (Scalo);BOLOGNA;690480;931307;44,508182;11,395304;500
3074;PANZINI;VIA PANZINI FR P.L. 7;BOLOGNA;690317;931433;44,509359;11,393302;500
3075;SIGHINOLFI;VIA SIGHINOLFI FR PL 5;BOLOGNA;690904;931643;44,511093;11,400758;500
3076;SIGHINOLFI;VIA SIGHINOLFI 48;BOLOGNA;690967;931659;44,51122;11,401556;500
3101;BEROALDO;VIA BEROALDO 13;BOLOGNA;688223;930582;44,502253;11,36667;500
